e_y,e_theta_rad,line_confidence,rpm_left,rpm_right,duty_prev_left,duty_prev_right,target_duty_left,target_duty_right,duty_left,duty_right
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5257505,0.7038543,0.20000000298023224,0.20000000298023224
-1.0,-1.2,1.0,-120.0,120.0,-1.0,1.0,-0.97642577,0.7549154,-0.9764257669448853,0.8858983073806926
1.0,1.2,1.0,120.0,-120.0,1.0,-1.0,0.890906,-0.92089957,0.8964519744904902,-0.9208995699882507
0.8,-0.7,0.0,25.0,25.0,0.2,-0.2,0.91515064,-0.9367166,0.0,0.0
-0.8,0.7,0.35,-25.0,-25.0,-0.2,0.2,-0.9804507,0.8625703,-0.4000000059604645,0.4000000059604645
-0.9385159407896639,-0.8288563005876339,0.2939504470452664,30.50076394072346,124.94875057787345,0.9527126292133392,-0.06999705078287288,-0.98249507,0.672534,0.7527126669883728,0.1300029456615448
-0.7118615780141235,1.039729287819152,0.3600432317365586,-178.7074901988927,-135.39948578947116,-0.4729177861638503,0.3725182242692584,-0.9594085,0.88433826,-0.6729177832603455,0.5725182294845581
0.020016654102197107,1.1174095307415457,0.1357901954091968,-53.50378742622007,-70.22803579794788,-0.5500077994568566,0.3914694769770577,0.93952703,-0.95508033,-0.3500078320503235,0.1914694756269455
0.30499922254050005,1.1098614502617958,0.22262158819748445,165.324945318318,-175.75048781666464,0.060264246096984,-0.2743350369340716,0.9088385,-0.943218,0.26026424765586853,-0.4743350148200989
-0.23096355358834564,0.3913388061052083,0.334229416137395,-120.02091958144194,-6.683973988783805,0.20386884005888817,-0.7226053729095991,0.47736463,0.6463789,0.4038688540458679,-0.5226053595542908
-0.004328258670414087,-0.26836321374122063,0.9939737188472066,74.7695246661512,-36.68948424276945,-0.8205415152566153,0.33455087248559146,0.45455888,0.723231,-0.620541512966156,0.5345509052276611
0.5931935346279267,0.29339992053215225,0.5774707959342548,-96.60979407419528,84.38412739922711,0.15603051527638923,-0.8432066946652916,0.9240967,-0.9254169,0.35603052377700806,-0.925416886806488
-0.8787466697838753,-1.1654902121238917,0.08555036338418776,114.62054699740406,162.80258631513283,0.1497101484824297,0.03662070891071467,-0.98495495,0.5263768,-0.050289854407310486,0.2366207093000412
-0.3837403468673184,0.9526037227388002,0.4022588190084334,28.24345553719843,-122.36651585650549,-0.09394031841482353,-0.6060085892975138,0.7148691,0.65533394,0.10605968534946442,-0.40600860118865967
0.8379343742956635,0.7014994530150644,0.6461392587010892,-195.78513501178296,-182.6446578529967,-0.7056275706468607,0.994779488208597,0.9229097,-0.9561221,-0.5056275725364685,0.7947794795036316
-0.8455575736982985,0.21404358983871585,0.5668262825153562,147.82668820579312,123.32860617741204,0.2381717975178157,-0.25325441251428615,-0.9644725,0.84392506,0.03817179799079895,-0.05325441062450409
-0.05387348329685948,-0.5184692000149385,0.8909246144252158,166.23808225239202,-174.45162059484005,-0.1307016270561221,-0.3992071208320471,0.5413577,0.77253824,0.06929837167263031,-0.1992071121931076
-0.4643309293422926,1.0827021686820988,0.6350082835632312,111.86780778015594,-153.87423704116952,-0.3630895358532298,-0.4631550132483395,0.8847754,0.6586463,-0.16308952867984772,-0.2631549835205078
0.8917865621287884,-0.2857127431584794,0.46759663534652396,70.94743248539095,-140.34903768351583,0.3581286750452377,-0.44163223534014207,0.8911319,-0.9182097,0.5581286549568176,-0.6416322588920593
-0.5581364821437251,0.16733682172960918,0.48981234715502486,115.87535839471934,-31.53534782700885,-0.3034505133012795,0.9045598659203309,-0.9334514,0.8738271,-0.5034505128860474,0.8941848358069378
-0.9626210515608125,-0.4620739167175719,0.962454816402233,184.90605832121798,-188.3061883877834,-0.17883426316801954,0.2910736766206552,-0.6545042,0.7833477,-0.37883424758911133,0.4910736680030823
-0.7257678916961339,0.7214942883039674,0.17639104483953516,91.8389803845975,-73.05829917799396,0.692850470202564,-0.6236926028554259,-0.97429025,0.8578891,0.49285048246383667,-0.42369264364242554
0.4545798716117546,-0.9309071761823295,0.3945209369645809,155.91678502910702,-106.64642728426364,-0.3611640434940313,-0.9113903662496343,0.8747593,-0.8028812,-0.1611640304327011,-0.9
-0.6131390180671252,-0.10193492255637726,0.8557262687056999,53.521432453271046,123.8870522746547,-0.17060992485346915,-0.4357990905913316,-0.933684,0.88589215,-0.37060993909835815,-0.23579908907413483
-0.8417490146146724,0.990411445417803,0.9840971608687463,3.851665180191276,-72.2451040488131,-0.22098799478848496,-0.660568683549084,-0.9235224,0.90686667,-0.420987993478775,-0.4605686664581299
-0.15177820707930167,-0.716223923216992,0.21940433130378112,-191.28057843974472,-32.3683756380878,-0.5849093950468531,-0.40712534747704354,-0.9423784,0.8686136,-0.7849093675613403,-0.20712535083293915
-0.9218182232970946,-0.445830162163118,0.36807676614379414,45.080137483064135,100.03249788160497,0.46809209928877205,-0.529199067562589,-0.97897923,0.7496775,0.2680920958518982,-0.32919907569885254
-0.5083840114447409,-1.156990697719254,0.9251191541209631,-42.76584791214151,123.60781833958004,0.23721619581069397,-0.44001164457522557,-0.9230711,0.83227974,0.0372161865234375,-0.24001164734363556
-0.8903531811691965,0.15756109118504535,0.5372052291348577,-89.43052222223274,174.66378270654093,0.5276700986190597,-0.5186348301158401,-0.98746085,0.86001074,0.3276700973510742,-0.31863486766815186
0.09068595801064117,0.4693051623969211,0.8967679930162968,173.30458900492255,-5.224095688309745,0.3244191544728452,-0.44371198440236337,0.5972891,0.72930926,0.5244191288948059,-0.24371199309825897
0.6135256914698906,-0.46549384969664265,0.8317960555417596,164.7811908867548,-171.47633400085152,-0.11002086089453944,0.6952504696586079,0.87930113,-0.6738571,0.0899791419506073,0.4952504634857178
-0.14182123712394334,0.19322554562020589,0.8602893769827965,193.53863846257394,70.05979821584225,0.47912802932944176,-0.44089990713758365,0.37567726,0.76713246,0.6791280508041382,-0.24089990556240082
-0.3321152083669481,-1.1611959061858965,0.018561427723585378,84.512814490822,-129.28271777998276,-0.7649634388620217,-0.1448880047544332,-0.9073198,0.72984695,-0.9073197841644287,0.05511200428009033
0.911913311162668,-0.7943607112178086,0.7478421405318358,195.0025294419434,-21.505212387007703,0.8159405899058401,-0.12605790580634046,0.9201769,-0.883783,0.9201769232749939,-0.32605791091918945
-0.5956129402798036,0.6068182559557809,0.5441446791380536,-118.55627936036561,-123.38993632244102,0.7492922633928876,0.6630646450963573,-0.94398755,0.9013222,0.549292266368866,0.8630646467208862
-0.3599716509721098,-0.3213285187927778,0.3726803696735279,-116.84344137214997,-156.7275969125892,-0.402805207871453,0.5423370697282006,-0.89068884,0.8756402,-0.6028051972389221,0.7423370480537415
-0.7012542850211902,-0.236277142389403,0.8577445949407203,-21.63655228984743,109.68332130124884,0.3131367515228862,-0.7206594880761625,-0.96033114,0.87854475,0.11313675343990326,-0.5206595063209534
0.32438998880073533,-0.15320536686781794,0.7296615673383414,41.19547029793998,-84.7029891209639,-0.7540443356325042,0.48750010922417797,0.69291764,0.66421497,-0.5540443658828735,0.6642149686813354
0.8676978325852105,-0.38041031942484627,0.12531995371967652,-143.93914449005575,98.0082256308508,0.029435257028820994,0.8082088131539409,0.938542,-0.94514304,0.2294352650642395,0.6082088351249695
-0.40703435669803456,-0.10035238926772805,0.9870830036259011,197.59091455572616,-44.94526978246461,-0.926249726908702,0.9726230797367483,0.56788266,0.8156189,-0.7262497544288635,0.9272224377806536
0.645952245915278,-0.10387414557358277,0.19878473358297766,-138.25198280640856,-106.23242120340296,-0.3307781605516684,-0.2542502825362283,0.9102009,-0.9404585,-0.13077814877033234,-0.4542502760887146
0.6716676603134832,0.38959225626604077,0.5284401492897788,-5.770510481870417,110.53016771279124,-0.5099340928333536,0.7777765600035229,0.93084294,-0.9278789,-0.3099340796470642,0.5777765512466431
0.2966300354393647,-0.020161027701278478,0.9477849413396234,-133.24625216993417,35.30901512483581,0.5290728653711518,0.7898462156462764,0.6943134,0.57493806,0.7290728688240051,0.662351282715605
0.7354235721639641,0.14293533462952324,0.004343652485463867,-22.397331863708303,-13.648647787593319,0.957698209059276,-0.2569800755980367,0.90376544,-0.9423825,0.9037654399871826,-0.45698004961013794
-0.04288623081986853,-0.9850168200677958,0.3545288104137667,7.097851451111069,85.02965058438855,-0.6704724619761542,0.04591045096004431,-0.92837346,0.8157954,-0.8704724311828613,0.24591045081615448
-0.2542750411957537,0.14345753989549603,0.24547750885968989,-161.49309712131134,199.1856256761679,0.5203395979302161,-0.8734442848287878,0.04768965,0.67219484,0.3203396201133728,-0.6734442710876465
-0.5731508722594298,1.0399136660282884,0.9127785485794527,-183.4318063249841,177.49807543304672,-0.7831716739225538,-0.783514689711666,0.8349646,0.5218485,-0.5831716656684875,-0.5835146903991699
-0.7195967607342464,0.001221247619622945,0.6316829091784574,101.99842673062545,9.925585870532586,0.010049881884645062,-0.4769976552411661,-0.93348366,0.85934407,-0.1899501234292984,-0.2769976258277893
0.8592449877639967,1.0166882996895152,0.6837330702689779,-58.681582921893835,-19.299809858280128,-0.49083067526024293,-0.8774316354230556,0.9201069,-0.9466838,-0.29083067178726196,-0.9466838240623474
-0.2613394340113706,1.0276109815544388,0.032067339437851894,-120.51373472507633,-127.68645205051006,0.23391922087551875,-0.79038651031783,0.72778374,0.7480381,0.433919221162796,-0.5903865098953247
-0.4084246870437074,-0.1961535968767283,0.9444471181009281,11.793941143080332,65.31147627247219,-0.5348523490946244,0.8087474360015916,0.6393298,0.76166457,-0.33485233783721924,0.7832147323195195
-0.34963109688136984,1.0003622401142578,0.27376013356108253,-40.64883519693353,157.8051903820309,0.4324771529620999,-0.21700747977743706,0.7569325,0.5622507,0.6324771642684937,-0.01700747013092041
0.2325331057897868,-0.4497938597890758,0.44385353400347316,-187.4684115764862,-53.568860989834434,0.8708251660913875,0.5530260951831774,0.6528814,0.5448245,0.7695729052123577,0.6615160023269206
-0.8187647490839629,-0.9286689839633941,0.6922464971926523,-107.02387646640146,-87.24564668229134,-0.9674983268187141,0.2032966139298018,-0.92811847,0.7733069,-0.9281184673309326,0.4032966196537018
0.0050952723273947065,1.2006684884115195,0.5483724926805533,-44.2281335064647,85.33010102713246,-0.1878114210778279,-0.5001862874028418,0.87908715,-0.83956224,0.012188583612442017,-0.7001862525939941
-0.5055252520337039,0.9669621079754687,0.41691183342326066,-111.16371760298654,130.13757266661122,0.02815215938335114,0.5835601514141018,-0.9385802,0.82170945,-0.1718478500843048,0.7835601568222046
-0.2258629819600675,0.7467240744831471,0.6883011379888826,-27.12563460564249,60.82415882940575,-0.08047773150079585,-0.8398806850546756,0.57225597,0.60901135,0.11952227354049683,-0.6398807168006897
0.9574735161980255,-1.205864721269929,0.3203814701945924,-34.857433406531214,83.88352662148225,0.4954504097469816,-0.7229377005324447,0.9448706,-0.9327905,0.6954504251480103,-0.9229376912117004
0.3799361017523104,-0.13964268009917213,0.297841204599268,-161.10177056959918,-39.81331565093606,0.2733696471963656,-0.2862948086324477,0.9146354,-0.9437786,0.47336965799331665,-0.48629480600357056
0.07381294728330356,-1.2330240161232322,0.1699552737413228,101.60670153027036,-13.159892461775655,-0.19742168267742244,-0.2521822071058335,-0.7714221,0.83313465,-0.3974216878414154,-0.052182212471961975
0.5286950968230035,-0.939785411935885,0.38559404393289154,165.65434978564133,155.69705372857612,0.5362570833412366,-0.33009876005860406,0.9077563,-0.8686731,0.7362570762634277,-0.5300987362861633
-0.38268563664554645,0.7631575040552114,0.6361433388883901,97.15317454227409,-143.0245431676468,0.43493691818458036,0.0006479174112443697,0.62432235,0.73266965,0.6349369287490845,0.20064792037010193
0.14287771527058957,0.966995881886417,0.6748682743226554,-100.82340924044546,-148.25500514499902,-0.7668109183199585,-0.40938746540993054,0.9079419,-0.9011151,-0.5668109059333801,-0.6093874573707581
-0.7105343852112185,-0.4129855079492839,0.4323179333842033,-33.215679333169305,3.3158666056253594,-0.317967772921274,0.16657518891756773,-0.9622953,0.808319,-0.5179677605628967,0.3665751814842224
0.32585936077631583,1.2066581512731722,0.673462091020989,99.75975865163133,103.54310283285946,-0.9791680612966824,0.7782046422807176,0.9142745,-0.9196689,-0.7791680693626404,0.5782046318054199
-0.528066016074402,1.1561877184821805,0.898643364426435,185.3810229338249,125.86730423580497,-0.0530978505239208,0.10267328485449312,0.90605223,0.6152095,0.1469021439552307,0.3026732802391052
-0.5318668702285323,0.28851482048263466,0.22544504423507417,72.49804784607,169.7460398065425,0.347480473374955,-0.07505393999106635,-0.9739976,0.8511047,0.14748047292232513,0.12494606524705887
-0.1912989586239051,0.22404909953034147,0.6984035444243152,-138.80197775382715,180.7573543677026,-0.23347963526736892,-0.9691299776133537,0.5414023,0.58252877,-0.03347963094711304,-0.7691299915313721
-0.21953747025334258,-0.36993275128654357,0.24713305893115978,-28.003903606999017,179.06423399249428,-0.020270624574499907,0.9262525416985963,-0.9745893,0.8541676,-0.22027063369750977,0.8879079353257243
-0.9948207008879439,0.9769495261449963,0.9353188025158757,-138.43306364799832,49.013243775026524,-0.11595643231058705,-0.7970848953388929,-0.9707514,0.88947576,-0.3159564435482025,-0.5970848798751831
-0.3533675850320315,-0.309691742771254,0.5500447140157458,177.94864169788787,-151.9859209831966,0.027282977232295114,-0.8460683876966024,-0.7826581,0.86743706,-0.17271701991558075,-0.6460683941841125
-0.46223688932763607,-0.3276556998856386,0.6970647407968279,183.58622512074214,-132.47098708563743,0.968965079109968,0.7188942889973966,-0.75733864,0.87054676,0.7689650654792786,0.9
0.953114436455001,0.8970766251016511,0.29600163393773027,101.22631590918434,-190.80508951963054,0.9879831750025239,0.8533715013482617,0.8765466,-0.9455293,0.8924362212733802,0.6533715128898621
-0.7671055427304998,0.4359976954955309,0.11248193769451531,50.60408696354281,-69.66963566200005,0.6835149803662213,-0.7052313042313179,-0.9738909,0.84266204,0.4835149645805359,-0.5052313208580017
-0.4376777518300965,0.9415931562578574,0.09768558956033113,-102.96100399480412,-67.87365122022689,0.04768160018069145,-0.4551356231920214,-0.7762636,0.8342359,-0.15231840312480927,-0.25513559579849243
-0.10281306763853615,0.12285624618575008,0.26295651010289034,-31.098626822970402,-112.45816424738058,-0.7195277897594619,-0.14889133967541213,0.55741465,0.6801093,-0.519527792930603,0.05110865831375122
-0.3989984501979458,1.2441450630291135,0.06997675629441158,136.41573846143427,162.83739437761471,-0.9096043861315737,0.2719070501097993,0.048346825,0.89302236,-0.7096043825149536,0.4719070792198181
0.30639785134182684,0.9637017205609215,0.42283190272947246,-197.96114502862685,-57.76983925427598,0.9965277707479938,-0.041952533286806704,0.92547584,-0.95518714,0.9254758358001709,-0.2419525384902954
-0.626164358262483,0.17603400802866664,0.8630514730464642,-50.15741764998461,-171.95271260848259,-0.8522826538175625,-0.3048152864698872,-0.3123534,0.87511384,-0.6522826552391052,-0.1048152893781662
-0.4758212415587879,-1.2269178031071462,0.6332219449671904,163.0431137559902,-150.91481133591424,0.6949330495062076,0.04011942161059201,-0.72108835,0.75796556,0.4949330687522888,0.24011942744255066
-0.5044341373706411,0.17476662322004066,0.21124831617886985,-188.66580628902884,108.99846807483885,0.5988783562903652,0.9889430593489217,-0.97914135,0.87450254,0.39887839555740356,0.8876479078908275
0.5105398404955599,0.37432143424001674,0.48121794667463014,-118.52998842373714,-8.009298149772718,-0.38414994570990246,-0.9602616187635373,0.91250277,-0.9339818,-0.18414993584156036,-0.9339817762374878
-0.7932997692685007,-0.262618299650198,0.9892955140978956,-81.70912498452071,-89.89749728057284,0.24117891754673737,0.9221781655885308,-0.8806362,0.8894007,0.04117891192436218,0.9
0.3248261917513591,-0.524881026038154,0.6488993558793149,62.883805401640984,-96.80969868367497,0.47797544749674437,0.026338217236523853,0.68207514,0.6536421,0.6779754757881165,0.2263382226228714
-0.34282965158297896,0.2888502076306285,0.8659267873655219,183.79883558725095,-121.44635878877597,-0.3088029987507743,0.7439566151257926,0.50627226,0.8107537,-0.10880298912525177,0.9439566135406494
0.4183066817980421,-0.661988187245435,0.8794911413294451,183.70349368628422,-20.756648587349616,-0.9532717655855845,-0.5852618790303834,0.704083,0.6466484,-0.753271758556366,-0.3852618932723999
-0.022672601252602176,-1.1971027486407972,0.9006938141955393,45.86065143798885,-90.26095612638181,0.573131435890804,-0.41333736544256383,0.36059213,0.75619876,0.7080097155256875,-0.21333737671375275
